,sentence,label,split
7632,specialize software engineer,0,test
7633,certificate frontend developer,0,test
7634,electrical work management system tokyohps,0,test
7635,cong ty cmc global,0,test
7636,web performer postgresql javascript html css,1,train
7637,member size,0,test
7638,overview convert html4 hmlt5 convert sql oracle postgresql,1,train
7639,migration visual basic web performer convert sql oracle postgresql,1,train
7640,migration visual basic java,1,train
7641,pionet,0,test
7642,javaspre boot thymeleaf javascript mybatis oracle,1,train
7643,member size twentyfive,0,test
7644,overview migration c java,1,train
7645,temporary registration accept 1st time accept 2st time,0,test
7646,check inout management system,1,train
7647,java framework spring hibernate db mysql,1,train
7648,member size solo,0,test
7649,overview manage system catalog,0,test
7650,add edit delete calculate holiday leave form,0,test
7651,decentralize system,0,test
7652,work process,0,test
7653,mater java core mysql di oop mvcframework java,1,train
7654,good operation html css javascript bootstrap,1,train
7655,good use eclipse tool support sql code,1,train
7656,ability work teamwork work independently,1,train
7657,truong quang minh,0,test
7658,truongquangminhdeveloper@gm,0,test
7659,ailcom,0,test
7660,70 tran duc thao hoa cuong,0,test
7661,hoa cuong nam hai chau da,0,test
7662,apply skill,0,test
7663,learn understand,0,test
7664,framework professional,0,test
7665,developer devote,0,test
7666,knowledge make quality,0,test
7667,product company,0,test
7668,breakthrough future career,0,test
7669,path,0,test
7670,htmlcss javascript jquery,1,train
7671,java web,1,train
7672,mysql sql sever oracle,1,train
7673,java framework swing db mysql,1,train
7674,member size member,0,test
7675,overview job frontend system,0,test
7676,manage category author genre,0,test
7677,operation,0,test
7678,team build,0,test
7679,travel hoi,0,test
7680,know create fun creative game team build,1,train
7681,hard game,0,test
7682,charity activity organize company,0,test
7683,celebrate midautumn festival orphan friend,0,test
7684,cao le thanh head technology fasttrackse,0,test
7685,phone 0904100089,0,test
7686,address alley 30 tran phu county hai chau tp da nang,0,test
7687,nguyen van bay,0,test
7688,3 neolab project,0,test
7689,implement important task manage employee set year class kindergarten,0,test
7690,thai tran hang,0,test
7691,vuong,0,test
7692,study experience,0,test
7693,gain experience,0,test
7694,r e f e r e n c e,0,test
7695,mr vo cong dinh teacher,0,test
7696,league legend,0,test
7697,vuongthai22@studentpasserellesnumeriquesorg,0,test
7698,99 hien thanh son tra da nang,0,test
7699,oop library management project aug 2020 sep 2020,1,train
7700,analyze request librarian,0,test
7701,javascript restaurant website dec 2020 jan 2021,1,train
7702,create sign sign function,0,test
7703,send email new user,0,test
7704,manage user json server,1,train
7705,advanced database sale management aug 2020 sep 2020,1,train
7706,write query datum statistic,1,train
7707,write final report,1,train
7708,social project environment protection sep 2020 nov 2020,0,test
7709,recruit volunteer,0,test
7710,report weekly,1,train
7711,ngo thi canh,0,test
7712,f r e s h e r / n t e r n,0,test
7713,p e r s o n l n f o r m t o n,0,test
7714,ftpserver,0,test
7715,developer sep 2020 dec 2020,0,test
7716,nov 29 1999,0,test
7717,canhngo225@gmailcom,0,test
7718,o b j e c t v e,0,test
7719,study final year,0,test
7720,information technology danang,1,train
7721,develop assignment,0,test
7722,project different programming,0,test
7723,language look,0,test
7724,knowledge learn paper,0,test
7725,pratice,0,test
7726,background include relevant,0,test
7727,experience past project,0,test
7728,preassigne assignment,0,test
7729,desire learn explain,0,train
7730,believe suitable position,0,train
7731,knowledge c java python,1,train
7732,html css javascript reactjs sql,1,train
7733,basic english comunication,0,train
7734,build program transfer file image function,0,train
7735,relate directory,0,train
7736,equipment management system,1,train
7737,bussiness analyst tester sep 2020 dec 2020,0,train
7738,analysis equipment management system dut find user,1,train
7739,design mockup excute test case,0,train
7740,technology drawio excel,1,train
7741,problem philosopher dinner,0,train
7742,build program resolve problem philosopher dinner,0,train
7743,monitor algorithm,1,train
7744,student attendence system,0,train
7745,datum collector developer jan 2020 2020,0,train
7746,system use deep neural network perform facial,0,train
7747,recognition time build webserver allow,0,train
7748,teacher view information statistic number,0,train
7749,student session,0,train
7750,technology python nodejs firebase rasberry pi 3,1,train
7751,money manager android app,0,train
7752,developer sep 2019 dec 2019,0,train
7753,revenue,0,train
7754,app help user contol,0,train
7755,expenditure review plan spend future,0,train
7756,monthly,0,train
7757,danang university technology science dut,1,train
7758,information technology information system aug 2017 present,1,train
7759,problem solve skill,0,train
7760,teamwork work skill,1,train
7761,learn skill,0,train
7762,gpa 349 / 40,0,train
7763,money manager https//githubcom,0,train
7764,ftp server https//githubcom,0,train
7765,tra,0,train
7766,f r o n t e n d d e v e l o p e r,0,train
7767,php git,1,train
7768,graduate student duy tan university major software,1,train
7769,love exprience gain practical knowledge,0,train
7770,industry fresher postion,0,train
7771,personal website https//tranguyen95githubio/,0,train
7772,successful work team,0,train
7773,threability work,0,train
7774,pressure multitask,0,train
7775,p 0793549456,0,train
7776,e nguyenhuongtra24@gmailcom,0,train
7777,dien nam dien ban quang,0,train
7778,graduate duy tan university 2013 2017,0,train
7779,maijore software technolofy,1,train
7780,gpa 30,0,train
7781,exprience activity,0,train
7782,postion php developer,1,train
7783,course basic html css jquery bootstrap 4 reponsive webstie,1,train
7784,realistic project,0,train
7785,position developer febe,0,train
7786,complete scale website wordpress,0,train
7787,work design team tester,0,train
7788,typical project https//newteconsvn/,0,train
7789,software html php jquery git zepline cms wordpress,1,train
7790,viet tri dao,0,train
7791,postion intern frontend developer,0,train
7792,1/2021 start learn javascript react js,1,train
7793,project 2 month learn javascript reactjs,1,train
7794,project1 app music code javascript,1,train
7795,https//appmusicbasic000webhostappcom/,0,train
7796,software html basic,1,train
7797,project2 manager code reactjs basic,0,train
7798,https//tranguyen2401000webhostappcom/,0,train
7799,vo dinh dung,0,train
7800,dinhdung18t2@gmailcom,0,train
7801,aug 2018 de 2022,0,train
7802,gpa 315/4,0,train
7803,blogger,0,train
7804,21-Jun,0,train
7805,21-Nov,0,train
7806,oct 2018 nov 2018,0,train
7807,java project lingo dictionary app,1,train
7808,code debug,0,train
7809,design test program structure,0,train
7810,projecthttps//bitlycomvn,0,train
7811,create fanpage,0,train
7812,share english vocabulary know post,0,train
7813,fanpage,0,train
7814,writte edit publish promote content,0,train
7815,invite blogger expert follow,0,train
7816,fanpage https//bitlycomvn/3m06rh,0,train
7817,c project travel saleman problem,1,train
7818,project https//bitlycomvn,0,train
7819,html practice,1,train
7820,code design,0,train
7821,december 2019 december 2019,0,train
7822,volunteer google extend mientrung 2019,0,train
7823,participate acm international colleigate,0,train
7824,programing contest competition,0,train
7825,november 2019 july 2019,0,train
7826,participate toeic contest,1,train
7827,certificate https//bitlycomvn,0,train
7828,toeic certificate score 590/990 issue iig,0,train
7829,volunteer fpt university issue director,0,train
7830,global engagement fpt university,0,train
7831,win schoolarship excellent student year,1,train
7832,thirdyear student study da nang,0,train
7833,university science technology average grade,1,train
7834,strong communicator thank debate,0,train
7835,experience english skill complete 93,1,train
7836,credit 315/4 time plan,0,train
7837,look opportunity practice apply,0,train
7838,knowledge study university build,0,train
7839,experience profile time study,1,train
7840,universityi confident intern program,0,train
7841,fortify learn far college worki,0,train
7842,hope leverage professional experience,0,train
7843,undergraduate knowledge complete internship,0,train
7844,program increase ability datum,0,train
7845,analytic confidence brim,0,train
7846,excitement hope accept,0,train
7847,phan thanh tu,0,train
7848,mrtus97@gmailcom,0,train
7849,thang binhquang nam,0,train
7850,aim develop technical direction launch stack developer technical lead,1,train
7851,seek apply professional environment clear process,0,train
7852,aug 2015 sep 2019,0,train
7853,2016 jul 2016,0,train
7854,gameloft,0,train
7855,project game casual mario,0,train
7856,jul 2018 oct 2018,0,train
7857,nal solution,0,train
7858,project human resource manager,0,train
7859,luvna software jsc da nang branch,1,train
7860,dev unity 2d,0,train
7861,dev android,0,train
7862,dev,0,train
7863,project csa op,0,train
7864,docker build project,0,train
7865,web application manage aws resource,1,train
7866,python angular vuejs,1,train
7867,scientific research project obstacle unity,1,train
7868,win prize talent team duy tan cntt1,1,train
7869,2 year experience python flask framework,1,train
7870,build web flaskadmin support team storage customer,1,train
7871,experience html css write crossbrowser compatible,1,train
7872,understand clientside scripting typescript framework,0,train
7873,boto3 library access aws service,0,train
7874,service ec2 rd s3 iam,0,train
7875,datawarehouse,0,train
7876,experience use warehouse redshift bigquery snowflake,1,train
7877,apache airflow,0,train
7878,run job project,0,train
7879,custom run job,0,train
7880,source code manage,1,train
7881,use competently git command,0,train
7882,github gitlab bitbucket backlog,0,train
7883,private,0,train
7884,op,0,train
7885,docker create image build container,0,train
7886,flask jinja2 build web application,1,train
7887,main feature manage resource aws ec2 rd,0,train
7888,apache airflow run job support manage resource,0,train
7889,dev reviewer,0,train
7890,period 10/2018 10/2019 develop ticket,0,train
7891,customer request include code test,0,train
7892,ticket focus functional development performance,0,train
7893,enhancement manage aws resource,0,train
7894,10/2019 review code test case enhance quality,0,train
7895,flask,0,train
7896,jinja2,0,train
7897,cs,0,train
7898,carry datawarehouse work,0,train
7899,configure develop functional link snowflake bigquery redshift,0,train
7900,aws service iam s3 system manager cloudfomation,0,train
7901,support aws resource management,1,train
7902,python write api code upload source code aws lambda,1,train
7903,frontend angular,0,train
7904,execute code test function customer require,0,train
7905,take snowflake array support developer ticket,0,train
7906,relate snowflake,0,train
7907,flaskapi,0,train
7908,pool billiard soccer,0,train
7909,junior developer,0,train
7910,da nang university economic,0,train
7911,major specialize management infomatic,0,train
7912,shortterm work professional environment,0,train
7913,dynamic experience,0,train
7914,majorbeside want understand deep,0,train
7915,longterm continue study improve,0,train
7916,knowledge andprofessional qualification,0,train
7917,project manager,0,train
7918,volunteer club tien phong,0,train
7919,organize volunteer program,0,train
7920,help child family difficult circumstance,0,train
7921,collect beach garbage protect environment,0,train
7922,group create useful program student perform,0,train
7923,workfrom school,0,train
7924,september 2018 2019,0,train
7925,certificate participation volunteer activity,0,train
7926,certificate participation activity,0,train
7927,department informatic statistic,0,train
7928,knowledge information tecnology sql c microsoft,1,train
7929,office learn programming language,0,train
7930,asjavascript python,1,train
7931,knowledge analysis design information system,0,train
7932,knowledge test,0,train
7933,tran thien tu,0,train
7934,feb 06 1999,0,train
7935,thientu9562@gmailcom,0,train
7936,entu9562/,0,train
7937,photograph,0,train
7938,nguyen van phuong,0,train
7939,phuongnguyen12it@gmailcom 0764391684 danang vietnam,0,train
7940,college technology danang,1,train
7941,sep 2013 jan 2016,0,train
7942,framework laravel cake php ruby railruby,1,train
7943,database mysql postgresql graphql,1,train
7944,devop apache nginx docker,0,train
7945,phpunit write function testcase,1,train
7946,use html css jquery boostrap,1,train
7947,tool soft,1,train
7948,backlog trello gitlab github,0,train
7949,editor php storm sublime text visual studio code,1,train
7950,willing research new technology strong researcher,0,train
7951,good knowledge basic programming algorithm object orient programming,1,train
7952,good teamwork individual,1,train
7953,ability communicate english basic level,0,train
7954,allogical,0,train
7955,project voiz,0,train
7956,time period 3 month,0,train
7957,database graphql,0,train
7958,responsibility handle frontend,1,train
7959,add feature purchase audiobook,0,train
7960,update layout handle payment vnpay api,1,train
7961,add feature lta web site register vina sim,1,train
7962,project saleonline,0,train
7963,nitro tech asia inc,0,train
7964,add crud feature manager staff order contact,0,train
7965,add feature seo admin manager website,1,train
7966,use cake php framework,1,train
7967,use ruby rail framework,1,train
7968,update feature website fix bug reciprocal end end,1,train
7969,handle datum api reciprocal end fix bug,1,train
7970,boostrap css,1,train
7971,layout website zipline file design,1,train
7972,handle end validate jquery,1,train
7973,fix bug gameplay online gameoption render shader code funtion tool,1,train
7974,intership nodejs,1,train
7975,long range plan master position,0,train
7976,technology 8/2018 05/2022,0,train
7977,music app c sql,1,train
7978,web cuisine linux net core docker git,1,train
7979,ability selfstudy research,0,train
7980,like computer novel new technology,0,train
7981,develop hone skill gain experience information technology,0,train
7982,mysql sql server mongodb,1,train
7983,java core regular expression spring framework,1,train
7984,springboot spring jpa webservice restful api openapi html css angular,1,train
7985,8 javascript bootstrap 34,1,train
7986,intellij idea visual studio code web storm,1,train
7987,java framework springboot mysql angular bootstrap,1,train
7988,intellij idea visual studio mysql workbench 80 ce,1,train
7989,bootstrap css create template,1,train
7990,rest api angular,1,train
7991,fpt software dn 04/2020,1,train
7992,create web application microsoft power platform,1,train
7993,microsoft service microsoft share point drive power,0,train
7994,connect microsoft provide service build web,1,train
7995,system control manage company development project,1,train
7996,profit base result identify potential customer,0,train
7997,end html css jquery javascript devon rui lgs special,1,train
7998,end spring boot spring security mybatis sql server,1,train
7999,create open api spring boost,1,train
8000,valuable opportunity gain experience develop,0,train
8001,technical social skill,1,train
8002,developer student club danang university science technology,1,train
8003,support medium team technical content facebook,1,train
8004,reliable hardworking,0,train
8005,motivate,0,train
8006,danang university science technology 2018 present,1,train
8007,s o c l,0,train
8008,c o n t c t s,0,train
8009,java android firebase,1,train
8010,excellent academic record ability understand test software work knowledge android,1,train
8011,strong core new technology seek work knowledge domain utilize,0,train
8012,help difficult circumstance,0,train
8013,participate volunteer activity actively join club well train,0,train
8014,java php javascipt c mysql python,1,train
8015,sale management application,1,train
8016,android studio java android 40 php python mysql,1,train
8017,le ngoc sing fullstackdeveloper phone0397510254vn emailzlnsangz@gmailcomsummary imafullstackdeveloperwith1 half year experienceinjavatechnologieswhich includes1year experience backend web development good knowledge object orient programmingdatabasedesignand somedesignpattern learn new language technology passionate consider teamplayerbecauseiliketohelpotherandtendtoworkwellwithinthegroup versioncontrol gitsvn foreignlanguage english b1 softskill timemanagement teamwork ide visual code studio eclipsetechnicalskill programminglanguage javascriptjava htmlcss framework reactjs springframework jquerybootstrap databasemanagementsystem postgresqlmysql good understand oop methodology solid principle design pattern experience agile development process experience work cijenkin educationquynhonuniversityvietnam cid127 studyingsoftwareengineere cid127 choose team leader review andmock exam high school project cid127 graduation gpa 55/10from09/2015to09/2019 aid ulnupdzwwspwa3cual9zeqa3pp,0,train
8018,05/201901/2020professionalexperiencefpt software quy nhonvnpositionfullstackdeveloperprojectskusoftware knowledge utilization project descriptiontool development web application standardize solution apply project cid127 technology use java spring reactjs vuejs nodejs framework microservice teamsize10 responsibility develop api tool function file process pdfexcel file read cache management single sign sso suggest comment technology use fpt software da nang vn 07/2020now positionjava web developerprojectsissm2020 project description project perform migration sis sub system strut springbackend jsp thymeleaf perform additional development function exist system technology use java spring framework transaction thymeleaf teamsize13 responsibility migration java jsp file spring thymeleaf qa customer requirement project function support new member teamlead teamsize 4 member review code member collaborate member define improve team workflow decrease time deploy new functionality reduce bugspastimesandactivitie keen read ebook blog medium free time work pet project practice leetcode mygithubprofile https//githubcom,1,train
8019,mrphuc software engineer year experience software development strong,1,train
8020,application software design development,1,train
8021,work high responsibility assign project want good look forward,1,train
8022,family opportunity help company advance efficiently productively,0,train
8023,goal associate company utilize skill gain experience,0,train
8024,obtain challenge position high quality engineer environment resourceful experience,0,train
8025,language java c javascript sql c jsp html,1,test
8026,database oracle mariadb mysql postgresql elasticsearch mongodb,1,test
8027,software visual studio code eclipse,1,test
8028,bachelor software engineer hue university,1,test
8029,project customer relationship management,1,test
8030,technical java spring boot postgresql jhipster,1,test
8031,technical c wpf,1,test
8032,technical java zk framework mariadb elasticsearch mongodb,1,test
8033,technical java zk framework mariadb,1,test
8034,technical java spring boot mariadb reactjs,1,test
8035,experience training fresher,1,test
8036,technical java spring boot mariadb kafka reactjs,1,test
8037,b c k e n d d e v e l o p e r n t e r n,0,train
8038,bookshop management website,1,test
8039,management function,0,train
8040,technology servlet jsp sql server,1,test
8041,handson sql experience,1,test
8042,c c java experience,1,test
8043,knowledge nodejs,1,test
8044,technology tcp sql server,1,test
8045,danang university science technology 2017,1,test
8046,graduate software engineer duy tan university watch,1,test
8047,java course,1,test
8048,html css java core jsp servlet spring framework,1,test
8049,technology nest js mongodb react js apollo graphql ant design,1,test
8050,implement write api interface accord flow code,1,test
8051,technology sassgatsby js,1,test
8052,technology cypress,1,test
8053,hotel manage web project,1,test
8054,library manage database project,1,test
8055,manage system user,1,test
8056,student manage oop project,1,test
8057,university science technology university da nang,1,test
8058,learn frontend development course udemy,1,test
8059,responsibility marketing facebook ad company,1,test
8060,learn google ad photoshop basically,1,test
8061,manage assign household duty,0,train
8062,strong communication skill,1,test
8063,ambitious perfectionist,0,train
8064,sense responsibility,0,train
8065,outgo friendly enthusiastic personality,0,train
8066,limit build plan develop compare solution perspective take,0,train
8067,code backend frontend laravel blade template feature,1,test
8068,code backend laravel feature assign project lead,1,test
8069,javascript / bootstrap,1,test
8070,iot topic wifi network protocol lora technology,1,test
8071,code language work knowledge c c,1,test
8072,python vhdl,1,test
8073,time menagement teamwork,1,test
8074,participate career consult program 12th grade,0,train
8075,position apply software tester,1,test
8076,want value employee company willing work hard achieve,0,train
8077,speak english great want learn english help work,0,train
8078,manager high know take achieve,0,train
8079,graduate duy tan university da nang information system management,1,test
8080,5 year experience software test,1,test
8081,analysis requirement specification write test case execute test function test gui,1,test
8082,web app mobile app ipad system development test work write document test leader,1,test
8083,participate development process project,1,test
8084,sense responsibility carefulness work,1,test
8085,software test process general process,0,train
8086,database oracle sql sql server db bear,1,test
8087,app ios android desktop app,1,test
8088,configuration management tool svn git,1,test
8089,2015/11 2019/08 qc engineer fpt software,1,test
8090,2020/01 2020/04 qc lead fpt software,1,test
8091,2020/05 2021/01 qc engineer fpt software,1,test
8092,2021/01 qc lead fpt software,1,test
8093,sale connect sale car web mobile web,1,test
8094,sekkei system order fix car,1,test
8095,docol management document company,0,train
8096,jfe management factory,0,train
8097,seino system maintain development transport network,1,test
8098,log report track defect,0,train
8099,read execute sql test create datum test,1,test
8100,support member work help new member acquaint work,0,train
8101,read book listen music travel friend cook,0,train
8102,college information technology university danang,1,test
8103,major international java web programming,1,test
8104,fullstack developer 5 year experience software development,1,test
8105,technology project java ruby spring ruby rail hibernate jpa javascript,1,test
8106,typescript jquery restful api web service mysql oracle,1,test
8107,ability learn new technology quickly efficiently,1,test
8108,hardworking high responsibility critical think teamwork experience,0,train
8109,good problemsolve skill,1,test
8110,technical expertise skill,1,test
8111,able write use english texte mail exchange work,1,test
8112,intermediate english communication,1,test
8113,2limited experience able work area need guidance competence,1,test
8114,3practical application good knowledge skill work independently sound experience,1,test
8115,competence area innovative competence,0,train
8116,microsoft sql server 4applied theory,1,test
8117,technology framework,1,test
8118,fpt software vietnam,1,test
8119,training technical workflow new member,0,train
8120,support solve technical problem project,1,test
8121,language java ruby php javascript typescript,1,test
8122,framework spring boot spring batch spring security intarfrm ruby,1,test
8123,rail cakephp angular angularjs vue outsystem,1,test
8124,html css bootstrap jquery thymeleaf jsp,1,test
8125,database mysql oracle postgresql,1,test
8126,ide eclipse visual studio code intellij sublime text outsystem,1,test
8127,teach java,1,test
8128,language java javascript,1,test
8129,ide eclipse sublime text webstorm,1,test
8130,database mysql oracle,1,test
8131,ide intellij sublime text,1,test
8132,html css bootstrap jquery thymeleaf,1,test
8133,html css sass bootstrap jquery thymeleaf,1,test
8134,system manage provide coupon ecommerce,1,test
8135,html css jquery thymeleaf,1,test
8136,database mysql postgresql,1,test
8137,language ruby javascript typescript,1,test
8138,framework ruby rail vue,1,test
8139,html css bootstrap element ui jquery,1,test
8140,ide visual studio code sublime text,1,test
8141,mail management system,1,test
8142,email information management system employee,0,train
8143,language java kotlin javascript,1,test
8144,ide intellij,1,test
8145,manage operate track flight route entire aircraft,0,train
8146,track manage maintenance aircraft equipment,1,test
8147,language c javascript,1,test
8148,html css jquery,1,test
8149,ide outsystem service studio,0,train
8150,system risk analysis management happen,1,test
8151,fix bug implement additional feature,0,train
8152,language php javascript,1,test
8153,ide eclipse visual studio code,1,test
8154,management sale system,0,train
8155,system manage sell electronic device,0,train
8156,support solve problem technical business member,0,train
8157,html css bootstrap javascript jquery thymeleaf,1,test
8158,facility management medical,0,train
8159,facility management medical equipment system,0,train
8160,html css javascript jquery,1,test
8161,ide eclipse visual studio,1,test
8162,project management system,1,test
8163,system manage information progress project,0,train
8164,suggest idea help solve problem project,0,train
8165,coffee management system,0,train
8166,website manage product staff expense coffee,1,test
8167,hotel reservation management,1,test
8168,hotel reservation management system,1,test
8169,order food management system duration apr 2016 jul 2017,0,train
8170,order food management system restaurant,0,train
8171,manage employee information status food ingredient,0,train
8172,language java javascript typescript,1,test
8173,html css boostrap jquery,1,test
8174,thien php developer 1 year exper ience h exper ience,1,test
8175,involve build scalable ser ver web app framewor ks,1,test
8176,php laravel h wor ke nodejs vuejs jquer y m ysql,1,test
8177,look e challenge role reputable organization utilize,1,test
8178,technical database management sk ill growth,1,test
8179,organization enhance k nowledge,0,train
8180,php web d eveloper,1,test
8181,d evelope food truck business ser vice web app,1,test
8182,laravel php framewor k jquer y html/ css m ysql help,1,test
8183,check s ave file mage pdf wr ite api database access,1,test
8184,framewor k laravel php jquer y css,1,test
8185,notification follow s earch listen music,1,test
8186,framewor k laravel php vuejs vuetify,1,test
8187,bootstrap 5 css m ysql database m anagement system,1,test
8188,nodejs jquer y bootstrap 5 css,1,test
8189,c o n ta c t,0,train
8190,e d u c o n,0,train
8191,automotive engineer technology,1,test
8192,universit y technology education,1,test
8193,php mysql,1,test
8194,nfor mation technology training center,1,test
8195,learn knowledge improve skill acquaint experience work environment,1,test
8196,tech mongodb nodejs reactjs html5 css3,1,test
8197,basic rest api,1,test
8198,office tool,1,test
8199,training coach,1,test
8200,experience qadb office jira confluence tool,1,train
8201,main task responsibility,0,train
8202,follow circle bug ensure quality project,1,train
8203,responsible quality assign project performance,0,train
8204,commitment team,1,train
8205,manage resource multiple project,1,train
8206,know circle bug follow,1,train
8207,know report follow qa process,1,train
8208,catch bug report local tool,1,train
8209,manage assign task,1,train
8210,write test case follow game feature specific checklist,1,train
8211,collect issue report tothe upper manager,1,train
8212,advantage experience,0,train
8213,practice learn experience,0,train
8214,1 agentmemo whitelabel software broker agent agentmemo app,0,train
8215,team size 5 member test web app,1,train
8216,2 ineon restaurant food supply chain technology ineonsapp ineon web,1,train
8217,eatchat web eatchat eatchat app pos eatchat app teamsize 10 member test,0,train
8218,web app,1,train
8219,3 hmp transform hospitality management hmp mastertravelx direct book,0,train
8220,team size 12 member test web app,1,train
8221,work developer pm help clarify requirement,1,train
8222,web stack developer,1,train
8223,student dormitory management web app project,1,train
8224,technical html css javascript phplaravel mysql,1,train
8225,technical php laravel mysql,1,train
8226,role build admin feature web application,1,train
8227,technical caspnet ms sql server,1,train
8228,php java c node js,1,train
8229,mysql ms sql server,1,train
8230,proficiency html5 css3 bootstrap,1,train
8231,basic javascript jquery,1,train
8232,experience reactjs react router redux thunk,1,train
8233,build web book ticket cinema,1,train
8234,technology reactjs jquery bootstrap 4,1,train
8235,experience branch github,1,train
8236,experience template html css bootstrap responsive web,1,train
8237,web developer attempt improve day strength good problem solve multi,1,train
8238,tasking write clean maintainable code seek job improve technical english skill,1,train
8239,develop web app human resource help company thai hong kong viet nam manage,1,train
8240,employee effectively receive requirement customer ceo create great uis write api ui,0,train
8241,technology angular rxjs devextreme net core sql flutter redux redux thunk localization,1,train
8242,responsible work range project 3 project time,0,train
8243,bargainer web application allow customer negotiate price https//appsshopifycom,1,train
8244,ezicompare web application support customer compare property product,1,train
8245,technology react hook redux reduxsaga nodejs expressjs webhook polaris shopify api,1,train
8246,interact leader clarify requirement write apis test code quality high review code,1,train
8247,internship web developer,1,train
8248,instruct unit test visual regression test es6 javascript style sass style component polaris,1,train
8249,rest api react hook redux reduxsaga 0607/2019,1,train
8250,sesame web app allow mevry team manage app,1,train
8251,technology react react hook redux reduxsaga nodejs expressjs polaris,1,train
8252,crawl tool,1,train
8253,rest api nodejs express,1,train
8254,technology nodejs expressjs,1,train
8255,technology react react hook redux reduxsaga nodejs mongodb expressjs ant design,1,train
8256,task management,1,train
8257,technology nodejs mongodb,1,train
8258,web application nodejs,1,train
8259,technology nodejs socketio handlebar template,1,train
8260,desktop application winform c,1,train
8261,technology c sql,1,train
8262,responsive layout,0,train
8263,react redux redux thunk reduxsaga,0,train
8264,nodejs expressjs restful api socketio net core java,1,train
8265,sql mongodb,1,train
8266,java core aptech hue 2018,1,train
8267,certificate achievement web development mevry company associate ai lap 2019,1,train
8268,work web developer company experience successful project field,0,train
8269,time goal near future professional end contribute development,0,train
8270,experience restaurant project european american market direct communication,0,train
8271,jelwery web,1,train
8272,build web interface user order angular,1,train
8273,build web user book table introduce product service,1,train
8274,soccer read book listen music,0,train
8275,css3scss bootstrap tailwind material ui,1,train
8276,cut psd html desktop tablet mobiel responsive,1,train
8277,es6 photoshop basic,1,train
8278,react js react hookreact router redux,1,train
8279,api fetch api axios,1,train
8280,english listen read,1,train
8281,student software engineer lot experience software design application development,1,train
8282,fluency english excellent communication skill fast learner know manage time,1,train
8283,create application c,1,train
8284,use sql statement,1,train
8285,create website win form technology,1,train
8286,product build react context api connect firebase,1,train
8287,computer science practice engineer software construction,1,train
8288,collaboration program,0,train
8289,participate distribute clothe rice,0,train
8290,participate build school help student,0,train
8291,layout html css bootstrap,1,train
8292,php laravel framework cakephp framework,1,train
8293,database mysql mongodb,1,train
8294,javascript jquery reactjs vuejs,1,train
8295,layout photoshop xd zeplin figma,1,train
8296,ide editor sublime text php storm visual studio code,1,train
8297,tool api postman,1,train
8298,25 year work experience php especially laravel,1,train
8299,cut layout responsive file design,1,train
8300,07/2018 03/2021 php developer nitrotech asia inc da nang city,1,train
8301,position php developer,1,train
8302,project description webview android ios app,1,train
8303,handle datum game bingo layout,0,train
8304,technology laravel mysql html css vuejs,1,train
8305,project description set website manage parking lot japanese company,1,train
8306,crud create api document api,1,train
8307,technology laravel mysql html css jquery docker api alibaba cloud,1,train
8308,organization learn new technology,0,train
8309,gain indepth experience,1,train
8310,active enthusiastic hardworking,0,train
8311,dynamic organization learn new,0,train
8312,technology gain indepth,0,train
8313,experience decide apply,0,train
8314,good selfstudy research,0,train
8315,hobby listen music,0,train
8316,technology reactjs nodejs aws,1,train
8317,project description project create settlement management foreigner,1,train
8318,company japan management couse academy,1,train
8319,build source academy write common code,1,train
8320,technology cakephp synergy mysql,1,train
8321,project description management project patient hospital staff,1,train
8322,handle different json datum format jquery page,1,train
8323,use chartjs manage datum,1,train
8324,technology laravel docker javascriptjquery api,1,train
8325,freelancer php developer year,1,train
8326,mentor student html css javascript sgroup,1,train
8327,senior student da nang university technology 23 year old currently live work,1,train
8328,da nang city university year learn lot programming knowledge algorithm programming,1,train
8329,language c c c java find interested java probably object,1,train
8330,orient easy use go iviettech center learn specialize,0,train
8331,environment gain lot knowledge language html css java core java,1,train
8332,swing jsp java servlet framework spring hibernate course learn design,1,train
8333,develop website believe skill experience solid foundation way,1,train
8334,work surely succeed contribute longterm development company,0,train
8335,specialize infomation technology,1,train
8336,certificate professional programming java iviettech june 2019,1,train
8337,certificate achievement successful completion,0,train
8338,experience java web technology jsp jdbc spring mvc,1,train
8339,experience microsoft sql workbench microsoft sql server,1,train
8340,experience html css bootstrap js jquery,1,train
8341,experience reactjs angularjs,1,train
8342,experience gitlab redmine,1,train
8343,knowledge node js mongodb,1,train
8344,skill teamwork collaboration,1,train
8345,work mongodb,1,train
8346,ide intellij ide web storm ide,1,train
8347,bug redmine,0,train
8348,system allow manager manage company resource branch,0,train
8349,department division achievement human resource,0,train
8350,2 hotel management system,1,train
8351,administrator manage category room order image service,1,train
8352,experience reactjs,1,train
8353,experience trello,1,train
8354,book high rating addition user add review book help,0,train
8355,administrator manage book manage request bookssend confirmation mail,1,train
8356,work ruby rail,1,train
8357,programming ruby,1,train
8358,ide eclipse ide,1,train
8359,5 datum structure algorithm depth search,1,train
8360,purpose project help clothing store system promote concept,0,train
8361,product review product quality manage shop cart manage account manage,1,train
8362,transaction view cancel transaction manage favorite product,0,train
8363,administrator order management account management product management,1,train
8364,promotion management,0,train
8365,depth search algorithm browse search tree algorithm start,1,train
8366,reach node child algorithm return search,1,train
8367,previous step nonrecursive form development vertice add lifo,0,train
8368,ide visual studio,1,train
8369,technology stack general tree binary tree recursion,1,train
